"Style";"String";"ChatGPT";"Llama 2 7B";"NeuroParsCit"
"chicago-authordate";"Bornmann, Lutz. “Bibliometrics-based decision trees (BBDTs) based on bibliometrics-based heuristics (BBHs): Visualized guidelines for the use of bibliometrics in research evaluation”. QUANTITATIVE SCIENCE STUDIES 1, no. 1 (2020): 171–182. https://doi.org/10.1162/qss\_a\_00012.";"@article{bornmann2020bibliometrics,   author = {Bornmann, Lutz},   title = {Bibliometrics-based Decision Trees (BBDTs) Based on Bibliometrics-based Heuristics (BBHs): Visualized Guidelines for the Use of Bibliometrics in Research Evaluation},   journal = {Quantitative Science Studies},   volume = {1},   number = {1},   year = {2020},   pages = {171--182},   doi = {10.1162/qss_a_00012} }  ";"@ARTICLE{BORNMANN1990, title = {Bibliometrics-based decision trees (BBDTs) based on bibliometrics-based heuristics (BBHs): Visualized guidelines for the use of bibliometrics in research evaluation}, journal = {Quantitative Science Studies}, volume = {1}, issue = {1}, pages = {171--182}, issn = {1300-0039}, doi = {10.1162/qss\\_a\\_00012}, }";"Bornmann, AUTHOR Lutz. AUTHOR “Bibliometrics-based TITLE decision TITLE trees TITLE (BBDTs) TITLE based TITLE on TITLE bibliometrics-based TITLE heuristics TITLE (BBHs): TITLE Visualized TITLE guidelines TITLE for TITLE the TITLE use TITLE of TITLE bibliometrics TITLE in TITLE research TITLE evaluation”. TITLE QUANTITATIVE JOURNAL SCIENCE JOURNAL STUDIES JOURNAL 1, VOLUME no. VOLUME 1 VOLUME (2020): VOLUME 171–182. PAGES https://doi.org/10.1162/qss\_a\_00012. NOTE"
"chicago-authordate";"Yilmaz, Murat. “A Critical View on Bibliometrics”. TURKISH LIBRARIANSHIP 33, no. 1 (2019): 43–49. issn: 1300-0039. https://doi.org/10.24146/tkd.2019.47.";"@article{yilmaz2019critical,   author = {Yilmaz, Murat},   title = {A Critical View on Bibliometrics},   journal = {Turkish Librarianship},   volume = {33},   number = {1},   year = {2019},   pages = {43--49},   issn = {1300-0039},   doi = {10.24146/tkd.2019.47} }  ";"@ARTICLE{YILMAZ2019, title = {A Critical View on Bibliometrics}, journal = {Turkish Librarianship}, volume = {33}, issue = {1}, pages = {43--49}, issn = {1300-0039}, doi = {10.24146/tkd.2019.47},}";"Yilmaz, AUTHOR Murat. AUTHOR “A TITLE Critical TITLE View TITLE on TITLE Bibliometrics”. TITLE TURKISH JOURNAL LIBRARIANSHIP JOURNAL 33, VOLUME no. VOLUME 1 VOLUME (2019): VOLUME 43–49. PAGES issn: NOTES 1300-0039. PAGES https://doi.org/10.24146/tkd.2019.47. NOTES"
"chicago-authordate";"Friedberg, Errol C. “A closer look at bibliometrics”. DNA REPAIR 9, no. 10 (2010): 1018–1020. issn: 1568-7864. https://doi.org/10.1016/j.dnarep.2010.07.010.";"@article{friedberg2010closer,   author = {Friedberg, Errol C.},   title = {A Closer Look at Bibliometrics},   journal = {DNA Repair},   volume = {9},   number = {10},   year = {2010},   pages = {1018--1020},   issn = {1568-7864},   doi = {10.1016/j.dnarep.2010.07.010} }  ";"@ARTICLE{Friedberg2010, author = {Friedberg, Errol C}, title = \""A closer look at bibliometrics\"", journal = \""DNA Repair\"", volume = 9, issue = 10, pages = 1018-1020, doi = \""10.1016/j.dnarep.2010.07.010\"", year = 2010, }";"Friedberg, AUTHOR Errol AUTHOR C. AUTHOR “A TITLE closer TITLE look TITLE at TITLE bibliometrics”. TITLE DNA TITLE REPAIR JOURNAL 9, VOLUME no. VOLUME 10 VOLUME (2010): VOLUME 1018–1020. PAGES issn: VOLUME 1568-7864. PAGES https://doi.org/10.1016/j.dnarep.2010.07.010. NOTE"
"chicago-authordate";"Burrell, Q. “Dictionary of bibliometrics - Diodato,V”. JOURNAL OF DOCUMENTATION 51, no. 4 (1995): 448–450. issn: 0022-0418.";"@article{burrell1995dictionary,   author = {Burrell, Q},   title = {Dictionary of Bibliometrics - Diodato, V},   journal = {Journal of Documentation},   volume = {51},   number = {4},   year = {1995},   pages = {448--450},   issn = {0022-0418} }   ";"@ARTICLE{Burrell1995, author = {Burrell, Q}, title = \""Dictionary of bibliometrics - Diodato, V\"", journal = \""Journal of Documentation\"", volume = 51, issue = 4, pages = 448-450, doi = \""10.24146/0022-0418\"", year = 1995, }";"Burrell, AUTHOR Q. AUTHOR “Dictionary TITLE of TITLE bibliometrics TITLE - TITLE Diodato,V”. TITLE JOURNAL JOURNAL OF JOURNAL DOCUMENTATION JOURNAL 51, VOLUME no. VOLUME 4 VOLUME (1995): DATE 448–450. PAGES issn: VOLUME 0022-0418. PAGES"
"chicago-authordate";"Stefanis, Christos, et al. “Terroir in View of Bibliometrics”. STATS 6, no. 4 (2023): 956–979. https://doi.org/10.3390/stats6040060.";"@article{stefanis2023terroir,   author = {Stefanis, Christos and others},   title = {Terroir in View of Bibliometrics},   journal = {STATS},   volume = {6},   number = {4},   year = {2023},   pages = {956--979},   doi = {10.3390/stats6040060} }  ";"@ARTICLE{Stefanis2023, author = {Stefanis, Christos, et al.}, title = \""Terroir in View of Bibliometrics\"", journal = \""Stats\"", volume = 6, issue = 4, pages = 956-979, doi = \""10.3390/stats6040060\"", year = 2023, }";"Stefanis, AUTHOR Christos, AUTHOR et AUTHOR al. AUTHOR “Terroir TITLE in TITLE View TITLE of TITLE Bibliometrics”. TITLE STATS JOURNAL 6, VOLUME no. VOLUME 4 VOLUME (2023): VOLUME 956–979. PAGES https://doi.org/10.3390/stats6040060. NOTE"
"chicago-authordate";"Borgoyakova, Kristina, and Andrey Zemskov. “Bibliometrics and hunting the predators”. NAUCHNYE I TEKHNICHESKIE BIBLIOTEKI-SCIENTIFIC AND TECHNICAL LIBRARIES, no. 2 (2018): 89–100. issn: 0130-9765.";"@article{borgoyakova2018bibliometrics,   author = {Borgoyakova, Kristina and Zemskov, Andrey},   title = {Bibliometrics and Hunting the Predators},   journal = {Nauchnye i Tekhnicheskie Biblioteki-Scientific and Technical Libraries},   number = {2},   year = {2018},   pages = {89--100},   issn = {0130-9765} }  ";"@ARTICLE{Borgoyakova2018, author = {Borgoyakova, Kristina, et al.}, title = \""Bibliometrics and hunting the predators\"", journal = \""Nauchnye I Tekhnicheskoyi Biblioteki-Scientific And Technical Libraries\"", volume = 2, issue = 4, pages = 89-100, doi = \""10.3390/nauchnyi-2-4-089\"", year = 2018, }";"Borgoyakova, AUTHOR Kristina, AUTHOR and AUTHOR Andrey AUTHOR Zemskov. AUTHOR “Bibliometrics TITLE and TITLE hunting TITLE the TITLE predators”. TITLE NAUCHNYE TITLE I TITLE TEKHNICHESKIE JOURNAL BIBLIOTEKI-SCIENTIFIC JOURNAL AND JOURNAL TECHNICAL JOURNAL LIBRARIES, JOURNAL no. VOLUME 2 VOLUME (2018): VOLUME 89–100. PAGES issn: VOLUME 0130-9765. PAGES"
"chicago-authordate";"Kamalski, Judith, and Andrew Kirby. “Bibliometrics and urban knowledge transfer”. CITIES 29, no. 2, SI (2012): S3–S8. issn: 0264-2751. https://doi.org/10.1016/j.cities.2012.06.012.";"@article{kamalski2012bibliometrics,   author = {Kamalski, Judith and Kirby, Andrew},   title = {Bibliometrics and Urban Knowledge Transfer},   journal = {Cities},   volume = {29},   number = {2, SI},   year = {2012},   pages = {S3--S8},   issn = {0264-2751},   doi = {10.1016/j.cities.2012.06.012} }  ";"@ARTICLE{Kamalski2012, author = {Kamalski, Judith, et al.}, title = \""Bibliometrics and urban knowledge transfer\"", journal = \""Cities\"", volume = 29, issue = 2, SI, pages = S3-S8, doi = \""10.1016/j.cities.2012.06.012\"", year = 2012,}";"Kamalski, AUTHOR Judith, AUTHOR and AUTHOR Andrew AUTHOR Kirby. AUTHOR “Bibliometrics TITLE and TITLE urban TITLE knowledge TITLE transfer”. TITLE CITIES JOURNAL 29, VOLUME no. VOLUME 2, VOLUME SI VOLUME (2012): VOLUME S3–S8. VOLUME issn: VOLUME 0264-2751. PAGES https://doi.org/10.1016/j.cities.2012.06.012. NOTE"
"chicago-authordate";"PERITZ, BC. “A BRADFORD DISTRIBUTION FOR BIBLIOMETRICS”. SCIENTOMETRICS 18, numbers 5-6 (1990): 323–329. issn: 0138-9130. https://doi.org/10.1007/BF02020148.";"@article{peritz1990bradford,   author = {Peritz, BC},   title = {A Bradford Distribution for Bibliometrics},   journal = {Scientometrics},   volume = {18},   number = {5-6},   year = {1990},   pages = {323--329},   issn = {0138-9130},   doi = {10.1007/BF02020148} }  ";"@Article{Peritz1990, title={A BRADFORD DISTRIBUTION FOR BIBLIOMETRICS}, author={PERITZ, BC}, journal={Scientometrics}, volume={18}, issue={5-6}, pages={323--329}, issn={0138-9130}, doi={10.1007/BF02020148}, } ";"PERITZ, AUTHOR BC. AUTHOR “A AUTHOR BRADFORD AUTHOR DISTRIBUTION TITLE FOR TITLE BIBLIOMETRICS”. JOURNAL SCIENTOMETRICS JOURNAL 18, VOLUME numbers VOLUME 5-6 VOLUME (1990): DATE 323–329. PAGES issn: VOLUME 0138-9130. PAGES https://doi.org/10.1007/BF02020148. PAGES"
"chicago-authordate";"Nederhof, Anton J., Robert J. W. Tijssen, and Henk F. Moed. “Anthony van Raan and bibliometrics”. RESEARCH EVALUATION 19, no. 3, SI (2010): 158–160. issn: 0958-2029. https://doi.org/10.3152/095820210X516560;.";"@article{nederhof2010anthony,   author = {Nederhof, Anton J. and Tijssen, Robert J. W. and Moed, Henk F.},   title = {Anthony van Raan and Bibliometrics},   journal = {Research Evaluation},   volume = {19},   number = {3, SI},   year = {2010},   pages = {158--160},   issn = {0958-2029},   doi = {10.3152/095820210X516560} }  ";"@Article{Nederhof2010, title={Anthony van Raan and bibliometrics}, author={Nederhof, Anton J.), journal={Research Evaluation}, volume={19}, issue={3}, pages={158--160}, issn={0958-2029}, doi={10.3152/095820210X516560;}, } ";"Nederhof, AUTHOR Anton AUTHOR J., AUTHOR Robert AUTHOR J. AUTHOR W. AUTHOR Tijssen, AUTHOR and AUTHOR Henk AUTHOR F. AUTHOR Moed. AUTHOR “Anthony AUTHOR van AUTHOR Raan TITLE and TITLE bibliometrics”. TITLE RESEARCH TITLE EVALUATION JOURNAL 19, VOLUME no. VOLUME 3, VOLUME SI VOLUME (2010): DATE 158–160. PAGES issn: VOLUME 0958-2029. PAGES https://doi.org/10.3152/095820210X516560;. NOTE"
"chicago-authordate";"Keramatfar, Abdalsamad, and Hossein Amirkhani. “Bibliometrics of sentiment analysis literature”. JOURNAL OF INFORMATION SCIENCE 45, no. 1 (2019): 3–15. issn: 0165-5515. https://doi.org/10.1177/0165551518761013.";"@article{keramatfar2019bibliometrics,   author = {Keramatfar, Abdalsamad and Amirkhani, Hossein},   title = {Bibliometrics of Sentiment Analysis Literature},   journal = {Journal of Information Science},   volume = {45},   number = {1},   year = {2019},   pages = {3--15},   issn = {0165-5515},   doi = {10.1177/0165551518761013} }  ";"@Article{Keramatfar2019, title={Bibliometrics of sentiment analysis literature}, author={Keramatfar, Abdalsamad and Amirkhani, Hossein}, journal={Journal of Information Science}, volume={45}, issue={1}, pages={3--15}, issn={0165-5515}, doi={10.1177/0165551518761013}, } ";"Keramatfar, AUTHOR Abdalsamad, AUTHOR and AUTHOR Hossein AUTHOR Amirkhani. AUTHOR “Bibliometrics TITLE of TITLE sentiment TITLE analysis TITLE literature”. TITLE JOURNAL JOURNAL OF JOURNAL INFORMATION JOURNAL SCIENCE JOURNAL 45, VOLUME no. VOLUME 1 VOLUME (2019): VOLUME 3–15. PAGES issn: VOLUME 0165-5515. PAGES https://doi.org/10.1177/0165551518761013. NOTES"
"chicago-authordate";"Johnson, Ian M. “Bibliometrics and the brain dead”. INFORMATION DEVELOPMENT 27, no. 2 (2011): 92–93. issn: 0266-6669. https://doi.org/10.1177/0266666911404012.";"@article{johnson2011bibliometrics,   author = {Johnson, Ian M.},   title = {Bibliometrics and the Brain Dead},   journal = {Information Development},   volume = {27},   number = {2},   year = {2011},   pages = {92--93},   issn = {0266-6669},   doi = {10.1177/0266666911404012} }  ";"@Article{Johnson2011, title={Bibliometrics and the brain dead}, author={Johnson, Ian M.), journal={Information Development}, volume={27}, issue={2}, pages={92--93}, issn={0266-6669}, doi={10.1177/0266666911404012}, } ";"Johnson, AUTHOR Ian AUTHOR M. AUTHOR “Bibliometrics TITLE and TITLE the TITLE brain TITLE dead”. TITLE INFORMATION TITLE DEVELOPMENT JOURNAL 27, VOLUME no. VOLUME 2 VOLUME (2011): VOLUME 92–93. PAGES issn: VOLUME 0266-6669. PAGES https://doi.org/10.1177/0266666911404012. PAGES"
"chicago-authordate";"Brimblecombe, Peter, and Carlota M. Grossi. “The bibliometrics of atmospheric environment”. ATMOSPHERIC ENVIRONMENT 43, no. 1 (2009): 9–12. issn: 1352-2310. https://doi.org/10.1016/j.atmosenv.2008.09.037.";"@article{brimblecombe2009bibliometrics,   author = {Brimblecombe, Peter and Grossi, Carlota M.},   title = {The Bibliometrics of Atmospheric Environment},   journal = {Atmospheric Environment},   volume = {43},   number = {1},   year = {2009},   pages = {9--12},   issn = {1352-2310},   doi = {10.1016/j.atmosenv.2008.09.037} }  ";"@Article{Brimblecombe2009, title={The bibliometrics of atmospheric environment}, author={Brimblecombe, Peter and Grossi, Carlota M.), journal={Atmospheric Environment}, volume={43}, issue={1}, pages={9--12}, issn={1352-2310}, doi={10.1177/0266666911404012},}";"Brimblecombe, AUTHOR Peter, AUTHOR and AUTHOR Carlota AUTHOR M. AUTHOR Grossi. AUTHOR “The TITLE bibliometrics TITLE of TITLE atmospheric TITLE environment”. TITLE ATMOSPHERIC TITLE ENVIRONMENT JOURNAL 43, VOLUME no. VOLUME 1 VOLUME (2009): VOLUME 9–12. PAGES issn: VOLUME 1352-2310. PAGES https://doi.org/10.1016/j.atmosenv.2008.09.037. NOTE"
"chicago-authordate";"TODOROV, R, and W GLAENZEL. “COMPUTER BIBLIOMETRICS FOR JOURNAL CLASSIFICATION”. COLLOQUIUM ON EVALUATION AND DOCUMENTARY INFORMATION SYSTEMS, UNIV BORDEAUX III, BORDEAUX, FRANCE, NOV 24-25, 19881[]COLLOQUIUM ON EVALUATION AND DOCUMENTARY INFORMATION SYSTEMS, UNIV BORDEAUX III, BORDEAUX, FRANCE, NOV 24-25, 1988, INFORMATION PROCESSING & MANAGEMENT 26, no. 5 (1990): 673–680. issn: 0306-4573. https://doi.org/10.1016/0306-4573(90)90109-F.";"@article{todorov1990computer,   author = {Todorov, R and Glaenzel, W},   title = {Computer Bibliometrics for Journal Classification},   journal = {Information Processing \& Management},   volume = {26},   number = {5},   year = {1990},   pages = {673--680},   issn = {0306-4573},   doi = {10.1016/0306-4573(90)90109-F} }  ";"@article{TODOROV1988, title={COMPUTER BIBLIOMETRICS FOR JOURNAL CLASSIFICATION}, author={TODOROV, R and GLAENZEL, W}, bookTitle={COLLOQUIUM ON EVALUATION AND DOCUMENTARY INFORMATION SYSTEMS, UNIV BORDEAUX III, BORDEAUX, FRANCE, NOV 24-25, 1988}, issn={0306-4573}, doi `{10.1016/0306-4573(90)90109-F}` }";"TODOROV, AUTHOR R, AUTHOR and AUTHOR W AUTHOR GLAENZEL. AUTHOR “COMPUTER TITLE BIBLIOMETRICS TITLE FOR AUTHOR JOURNAL AUTHOR CLASSIFICATION”. AUTHOR COLLOQUIUM AUTHOR ON AUTHOR EVALUATION AUTHOR AND AUTHOR DOCUMENTARY AUTHOR INFORMATION AUTHOR SYSTEMS, AUTHOR UNIV AUTHOR BORDEAUX AUTHOR III, AUTHOR BORDEAUX, AUTHOR FRANCE, AUTHOR NOV AUTHOR 24-25, DATE 19881[]COLLOQUIUM TITLE ON AUTHOR EVALUATION AUTHOR AND AUTHOR DOCUMENTARY AUTHOR INFORMATION AUTHOR SYSTEMS, AUTHOR UNIV AUTHOR BORDEAUX AUTHOR III, AUTHOR BORDEAUX, TITLE FRANCE, JOURNAL NOV JOURNAL 24-25, VOLUME 1988, DATE INFORMATION JOURNAL PROCESSING JOURNAL & JOURNAL MANAGEMENT JOURNAL 26, VOLUME no. VOLUME 5 VOLUME (1990): DATE 673–680. PAGES issn: VOLUME 0306-4573. PAGES https://doi.org/10.1016/0306-4573(90)90109-F. PAGES"
"chicago-authordate";"Stuart, David. “Data bibliometrics: metrics before norms”. ONLINE INFORMATION REVIEW 41, no. 3 (2017): 428–435. issn: 1468-4527. https://doi.org/10.1108/OIR- 01- 2017-0008.";"@article{stuart2017data,   author = {Stuart, David},   title = {Data Bibliometrics: Metrics Before Norms},   journal = {Online Information Review},   volume = {41},   number = {3},   year = {2017},   pages = {428--435},   issn = {1468-4527},   doi = {10.1108/OIR-01-2017-0008} }  ";"@article{Stuart2017, author = {Stuart, David}, title = {Data bibliometrics: metrics before norms}, journame = {Online Information Review}, volume = {41}, issue = {3}, pages = {428\u2013435}, issn = {1468-4527}, doi = {10.1108/OIR-01-2017-0008}, }";"Stuart, AUTHOR David. AUTHOR “Data TITLE bibliometrics: TITLE metrics TITLE before TITLE norms”. TITLE ONLINE JOURNAL INFORMATION JOURNAL REVIEW JOURNAL 41, VOLUME no. VOLUME 3 VOLUME (2017): VOLUME 428–435. PAGES issn: VOLUME 1468-4527. PAGES https://doi.org/10.1108/OIR- PAGES 01- PAGES 2017-0008. PAGES"
"chicago-authordate";"Beaufils, Philippe. “Bibliometrics. Why talk about that?” ORTHOPAEDICS & TRAUMATOLOGY-SURGERY & RESEARCH 105, no. 8 (2019): 1423–1424. issn: 1877-0568. https://doi.org/10.1016/j.ostr.2019.10.001.";"@article{beaufils2019bibliometrics,   author = {Beaufils, Philippe},   title = {Bibliometrics. Why Talk About That?},   journal = {Orthopaedics \& Traumatology-Surgery \& Research},   volume = {105},   number = {8},   year = {2019},   pages = {1423--1424},   issn = {1877-0568},   doi = {10.1016/j.ostr.2019.10.001} }  ";"@book{Beaufils2019, author = {Beaufils, Philippe}, title = {Bibliometrics. Why talk about that?}, publisher = {Orthopaedic Surgeons & Trauma Association}, pages = {1423\u20131424}, issn = {1877-0568}, doi = {10.1016/j.ostr.2019.10.001}, }";"Beaufils, AUTHOR Philippe. AUTHOR “Bibliometrics. AUTHOR Why TITLE talk TITLE about TITLE that?” TITLE ORTHOPAEDICS TITLE & TITLE TRAUMATOLOGY-SURGERY TITLE & JOURNAL RESEARCH JOURNAL 105, VOLUME no. VOLUME 8 VOLUME (2019): VOLUME 1423–1424. PAGES issn: VOLUME 1877-0568. PAGES https://doi.org/10.1016/j.ostr.2019.10.001. NOTE"
"chicago-authordate";"Godin, Benoit. “On the origins of bibliometrics”. SCIENTOMETRICS 68, no. 1 (2006): 109–133. issn: 0138-9130. https://doi.org/10.1007/s11192- 006- 0086-0.";"@article{godin2006origins,   author = {Godin, Benoit},   title = {On the Origins of Bibliometrics},   journal = {Scientometrics},   volume = {68},   number = {1},   year = {2006},   pages = {109--133},   issn = {0138-9130},   doi = {10.1007/s11192-006-0086-0} }  ";"@incollection{Godin2006, author = {Godin, Benoit}, title = {On the origins of bibliometrics}, booktitle = {SCIENTOMETRICS}, pages = {109\u2013133}, issn = {0138-9130}, doi = {10.1007/s11192-006-0086-0}, }";"Godin, AUTHOR Benoit. AUTHOR “On TITLE the TITLE origins TITLE of TITLE bibliometrics”. TITLE SCIENTOMETRICS JOURNAL 68, VOLUME no. VOLUME 1 VOLUME (2006): VOLUME 109–133. PAGES issn: NOTES 0138-9130. PAGES https://doi.org/10.1007/s11192- PAGES 006- PAGES 0086-0. PAGES"
"chicago-authordate";"Klein, WC, and M Bloom. “Bibliometrics: The best available information?” SOCIAL WORK IN HEALTH CARE 41, numbers 3-4 (2005): 117–121. issn: 0098-1389. https://doi.org/10.1300/J010v41n03\_07.";"@article{klein2005bibliometrics,   author = {Klein, WC and Bloom, M},   title = {Bibliometrics: The Best Available Information?},   journal = {Social Work in Health Care},   volume = {41},   number = {3-4},   year = {2005},   pages = {117--121},   issn = {0098-1389},   doi = {10.1300/J010v41n03_07} }  ";"@article{Klein2005, author = {Klein, WC}, title = {Bibliometrics: The best available information?}, journame = {Social Work in Health Care}, volume = {41}, issue = {3-4}, pages = {117\u2013121}, issn = {0098-1389}, doi = {10.1300/J010v41n03\\_07},}";"Klein, AUTHOR WC, AUTHOR and AUTHOR M AUTHOR Bloom. AUTHOR “Bibliometrics: TITLE The TITLE best TITLE available TITLE information?” TITLE SOCIAL TITLE WORK TITLE IN TITLE HEALTH JOURNAL CARE JOURNAL 41, VOLUME numbers VOLUME 3-4 VOLUME (2005): VOLUME 117–121. PAGES issn: VOLUME 0098-1389. PAGES https://doi.org/10.1300/J010v41n03\_07. NOTE"
"chicago-authordate";"BROADUS, RN. “TOWARD A DEFINITION OF BIBLIOMETRICS”. SCIENTOMETRICS 12, numbers 5-6 (1987): 373–379. issn: 0138-9130. https://doi.org/10.1007/BF02016680.";"@article{broadus1987definition,   author = {Broadus, RN},   title = {Toward a Definition of Bibliometrics},   journal = {Scientometrics},   volume = {12},   number = {5-6},   year = {1987},   pages = {373--379},   issn = {0138-9130},   doi = {10.1007/BF02016680} }  ";"@Article{Broadus1987, title={TOWARD A DEFINITION OF BIBLIOMETRICS}, author={BROADUS, RN}, journal={SCIENTOMETRICS}, volume={12}, issue={5-6}, pages={373--379}, issn={0138-9130}, doi={10.1007/BF02016680} }";"BROADUS, AUTHOR RN. AUTHOR “TOWARD AUTHOR A TITLE DEFINITION TITLE OF JOURNAL BIBLIOMETRICS”. JOURNAL SCIENTOMETRICS JOURNAL 12, VOLUME numbers VOLUME 5-6 VOLUME (1987): DATE 373–379. PAGES issn: VOLUME 0138-9130. PAGES https://doi.org/10.1007/BF02016680. PAGES"
"chicago-authordate";"McCain, KW. “Dictionary of bibliometrics - Diodato,V”. JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE 47, no. 9 (1996): 716–717. issn: 0002-8231. https://doi.org/10.1002/(SICI)1097-4571(199609)47:9<716::AID-ASI8>3.0.CO;2-V.";"@article{mccain1996dictionary,   author = {McCain, KW},   title = {Dictionary of Bibliometrics - Diodato, V},   journal = {Journal of the American Society for Information Science},   volume = {47},   number = {9},   year = {1996},   pages = {716--717},   issn = {0002-8231},   doi = {10.1002/(SICI)1097-4571(199609)47:9<716::AID-ASI8>3.0.CO;2-V} }  ";"@Article{McCain1996, title={Dictionary of bibliometrics - Diodato,V}, author={McCain, KW}, journal={JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE}, volume={47}, issue={9}, pages={716--717}, issn={0002-8231}, doi={10.1002/(SICI)1097-4571(199609)47:9<716::AID-ASI8>3.0.CO;2-V} }";"McCain, AUTHOR KW. AUTHOR “Dictionary TITLE of TITLE bibliometrics TITLE - TITLE Diodato,V”. TITLE JOURNAL JOURNAL OF JOURNAL THE JOURNAL AMERICAN JOURNAL SOCIETY JOURNAL FOR JOURNAL INFORMATION JOURNAL SCIENCE JOURNAL 47, VOLUME no. VOLUME 9 VOLUME (1996): DATE 716–717. PAGES issn: VOLUME 0002-8231. PAGES https://doi.org/10.1002/(SICI)1097-4571(199609)47:9<716::AID-ASI8>3.0.CO;2-V. NOTE"
